,ACC,ACC0,Acc1,ACC2,ECG,EMG,EDA,resp,temp,label
376,"[0.5842000246047974, -0.06540000438690186, -0.7526000142097473]",0.5842000246047974,-0.06540000438690186,-0.7526000142097473,[-0.1524810791015625],[-0.0106658935546875],[6.3655853271484375],[1.18560791015625],[33.884033203125],1
377,"[0.5757999420166016, -0.04780000448226929, -0.760200023651123]",0.5757999420166016,-0.04780000448226929,-0.760200023651123,[-0.0305328369140625],[0.0081939697265625],[7.047271728515625],[-1.7547607421875],[33.418975830078125],1
378,"[0.5801999568939209, -0.04799997806549072, -0.7559999823570251]",0.5801999568939209,-0.04799997806549072,-0.7559999823570251,[0.0588226318359375],[0.005767822265625],[6.8119049072265625],[-2.25372314453125],[33.583770751953125],1
379,"[0.6990000009536743, 0.009400010108947754, -0.6258000135421753]",0.6990000009536743,0.009400010108947754,-0.6258000135421753,[0.0176239013671875],[-0.0099334716796875],[9.872055053710938],[-4.40826416015625],[33.74285888671875],2
380,"[0.5770000219345093, -0.02619999647140503, -0.7653999924659729]",0.5770000219345093,-0.02619999647140503,-0.7653999924659729,[-0.0094757080078125],[0.0011444091796875],[6.23931884765625],[-2.19879150390625],[33.641326904296875],1
381,"[0.6906000375747681, 0.006399989128112793, -0.6302000284194946]",0.6906000375747681,0.006399989128112793,-0.6302000284194946,[0.029754638671875],[-0.007049560546875],[7.9677581787109375],[-5.66558837890625],[34.208404541015625],2
382,"[0.6957999467849731, 0.05359995365142822, -0.652400016784668]",0.6957999467849731,0.05359995365142822,-0.652400016784668,[-0.3861236572265625],[-0.0178985595703125],[10.597610473632812],[-1.43280029296875],[33.707977294921875],2
383,"[0.7067999839782715, 0.018000006675720215, -0.5986000299453735]",0.7067999839782715,0.018000006675720215,-0.5986000299453735,[0.0589141845703125],[0.0183563232421875],[8.780288696289062],[-2.3590087890625],[34.24658203125],2
384,"[0.7269999980926514, -0.011399984359741211, -0.5925999879837036]",0.7269999980926514,-0.011399984359741211,-0.5925999879837036,[1.3717803955078125],[0.0115814208984375],[8.785247802734375],[-2.1026611328125],[33.803558349609375],2
385,"[0.49699997901916504, -0.02219998836517334, -0.8220000267028809]",0.49699997901916504,-0.02219998836517334,-0.8220000267028809,[0.073883056640625],[-0.0220184326171875],[6.2191009521484375],[0.56915283203125],[33.89923095703125],1
386,"[0.5479999780654907, -0.06040000915527344, -0.7861999869346619]",0.5479999780654907,-0.06040000915527344,-0.7861999869346619,[-0.0011444091796875],[0.0043487548828125],[6.3968658447265625],[3.77655029296875],[33.79595947265625],1
387,"[0.5687999725341797, -0.056599974632263184, -0.7717999815940857]",0.5687999725341797,-0.056599974632263184,-0.7717999815940857,[0.01812744140625],[-0.00018310546875],[6.389617919921875],[-0.81634521484375],[33.84759521484375],1
388,"[0.5679999589920044, -0.04220002889633179, -0.7702000141143799]",0.5679999589920044,-0.04220002889633179,-0.7702000141143799,[-0.05035400390625],[-0.0056304931640625],[6.2793731689453125],[-3.84979248046875],[33.879486083984375],1
389,"[0.5161999464035034, -0.019599974155426025, -0.8050000071525574]",0.5161999464035034,-0.019599974155426025,-0.8050000071525574,[0.01922607421875],[0.010162353515625],[6.186676025390625],[1.4129638671875],[33.90838623046875],1
390,"[0.7031999826431274, -0.0098000168800354, -0.6244000196456909]",0.7031999826431274,-0.0098000168800354,-0.6244000196456909,[0.0463714599609375],[-0.001007080078125],[9.469223022460938],[0.00457763671875],[33.747406005859375],2
391,"[0.6893999576568604, 0.032199978828430176, -0.6383999586105347]",0.6893999576568604,0.032199978828430176,-0.6383999586105347,[-0.09283447265625],[0.002288818359375],[10.51788330078125],[6.8084716796875],[33.61102294921875],2
392,"[0.6990000009536743, 0.002599954605102539, -0.6258000135421753]",0.6990000009536743,0.002599954605102539,-0.6258000135421753,[0.0100250244140625],[-0.0003204345703125],[8.726882934570312],[1.373291015625],[33.905303955078125],2
393,"[0.5670000314712524, -0.053799986839294434, -0.7688000202178955]",0.5670000314712524,-0.053799986839294434,-0.7688000202178955,[1.4238739013671875],[-0.0225677490234375],[6.476593017578125],[-0.28839111328125],[33.71405029296875],1
394,"[0.5820000171661377, -0.047599971294403076, -0.7516000270843506]",0.5820000171661377,-0.047599971294403076,-0.7516000270843506,[0.0274200439453125],[-0.0137786865234375],[7.0987701416015625],[-0.90484619140625],[33.415985107421875],1
395,"[0.7015999555587769, 0.001000046730041504, -0.6305999755859375]",0.7015999555587769,0.001000046730041504,-0.6305999755859375,[1.3845062255859375],[-0.0027923583984375],[8.083343505859375],[-2.4993896484375],[34.14739990234375],2
396,"[0.5687999725341797, -0.01660001277923584, -0.7689999938011169]",0.5687999725341797,-0.01660001277923584,-0.7689999938011169,[-0.333709716796875],[0.0016021728515625],[6.2458038330078125],[-4.59136962890625],[33.758026123046875],1
397,"[0.7267999649047852, -0.004400014877319336, -0.5938000082969666]",0.7267999649047852,-0.004400014877319336,-0.5938000082969666,[-0.2138214111328125],[-0.0056304931640625],[8.861160278320312],[-2.23541259765625],[33.95550537109375],2
398,"[0.5714000463485718, -0.041999995708465576, -0.7685999870300293]",0.5714000463485718,-0.041999995708465576,-0.7685999870300293,[-0.004852294921875],[-0.00750732421875],[6.2839508056640625],[0.2777099609375],[33.879486083984375],1
399,"[0.6970000267028809, -0.007799983024597168, -0.6311999559402466]",0.6970000267028809,-0.007799983024597168,-0.6311999559402466,[-0.21771240234375],[-0.0252227783203125],[10.11199951171875],[-5.76019287109375],[33.624664306640625],2
400,"[0.9157999753952026, -0.05019998550415039, -0.06300002336502075]",0.9157999753952026,-0.05019998550415039,-0.06300002336502075,[0.0015106201171875],[0.0168914794921875],[11.206436157226562],[-2.54669189453125],[34.6002197265625],1
401,"[0.910599946975708, -0.07279998064041138, -0.1151999831199646]",0.910599946975708,-0.07279998064041138,-0.1151999831199646,[-0.0380859375],[-0.008331298828125],[12.361526489257812],[-0.35858154296875],[34.313812255859375],1
402,"[0.9223999977111816, -0.03979998826980591, -0.14539998769760132]",0.9223999977111816,-0.03979998826980591,-0.14539998769760132,[-0.026458740234375],[0.0124053955078125],[11.14349365234375],[-2.33001708984375],[34.571075439453125],1
403,"[0.9165999889373779, -0.050999999046325684, -0.2662000060081482]",0.9165999889373779,-0.050999999046325684,-0.2662000060081482,[-0.2926483154296875],[0.01080322265625],[17.223739624023438],[5.914306640625],[34.94482421875],2
404,"[0.886199951171875, -0.02619999647140503, -0.24080002307891846]",0.886199951171875,-0.02619999647140503,-0.24080002307891846,[0.0530548095703125],[-0.00494384765625],[18.761062622070312],[0.53863525390625],[34.9324951171875],2
405,"[0.8866000175476074, 0.004999995231628418, -0.15439999103546143]",0.8866000175476074,0.004999995231628418,-0.15439999103546143,[-0.1430511474609375],[-0.0170745849609375],[17.601394653320312],[0.128173828125],[34.997314453125],2
406,"[0.8982000350952148, -0.03939998149871826, -0.1801999807357788]",0.8982000350952148,-0.03939998149871826,-0.1801999807357788,[-0.0681610107421875],[0.0410614013671875],[16.91741943359375],[5.767822265625],[34.80462646484375],2
407,"[0.9004000425338745, -0.021000027656555176, -0.20340001583099365]",0.9004000425338745,-0.021000027656555176,-0.20340001583099365,[0.03387451171875],[0.0018310546875],[16.595077514648438],[-4.92401123046875],[34.927886962890625],2
408,"[0.9112000465393066, -0.0722000002861023, -0.12019997835159302]",0.9112000465393066,-0.0722000002861023,-0.12019997835159302,[0.18841552734375],[-0.0129547119140625],[11.177444458007812],[3.09906005859375],[34.62786865234375],1
409,"[0.8877999782562256, -0.050999999046325684, -0.19199997186660767]",0.8877999782562256,-0.050999999046325684,-0.19199997186660767,[-0.0637664794921875],[0.0290679931640625],[11.331558227539062],[1.45416259765625],[34.540374755859375],1
410,"[0.8996000289916992, -0.049799978733062744, -0.1841999888420105]",0.8996000289916992,-0.049799978733062744,-0.1841999888420105,[0.0265045166015625],[0.0017852783203125],[11.177444458007812],[-0.65765380859375],[34.47906494140625],1
411,"[0.9074000120162964, -0.04900002479553223, -0.10740000009536743]",0.9074000120162964,-0.04900002479553223,-0.10740000009536743,[-0.0495758056640625],[-0.0094757080078125],[11.887741088867188],[-1.73187255859375],[34.414764404296875],1
412,"[0.9098000526428223, -0.02740001678466797, -0.23799997568130493]",0.9098000526428223,-0.02740001678466797,-0.23799997568130493,[0.01666259765625],[-0.0100250244140625],[17.238235473632812],[-9.344482421875],[34.91552734375],2
413,"[0.8983999490737915, -0.04400002956390381, -0.1905999779701233]",0.8983999490737915,-0.04400002956390381,-0.1905999779701233,[-0.0428924560546875],[-0.0013275146484375],[11.5203857421875],[3.09906005859375],[34.388763427734375],1
414,"[0.8990000486373901, -0.06059998273849487, -0.21460002660751343]",0.8990000486373901,-0.06059998273849487,-0.21460002660751343,[0.1380157470703125],[0.0135040283203125],[19.533157348632812],[-0.3173828125],[34.95098876953125],2
415,"[0.8946000337600708, -0.03179997205734253, -0.22100001573562622]",0.8946000337600708,-0.03179997205734253,-0.22100001573562622,[0.0830841064453125],[0.0129547119140625],[19.887161254882812],[-0.96893310546875],[34.9371337890625],2
416,"[0.8799999952316284, -0.010999977588653564, -0.27539998292922974]",0.8799999952316284,-0.010999977588653564,-0.27539998292922974,[-0.1023101806640625],[0.0150604248046875],[15.972518920898438],[-3.72772216796875],[34.755401611328125],2
417,"[0.9127999544143677, -0.06620001792907715, -0.08179998397827148]",0.9127999544143677,-0.06620001792907715,-0.08179998397827148,[0.2328643798828125],[-0.000823974609375],[12.0147705078125],[-1.092529296875],[34.36273193359375],1
418,"[0.914199948310852, -0.07359999418258667, -0.14079999923706055]",0.914199948310852,-0.07359999418258667,-0.14079999923706055,[-0.6758880615234375],[0.0037994384765625],[11.2274169921875],[-1.07574462890625],[34.58026123046875],1
419,"[0.886199951171875, -0.0406000018119812, -0.24299997091293335]",0.886199951171875,-0.0406000018119812,-0.24299997091293335,[-0.0844573974609375],[-0.0105743408203125],[15.80963134765625],[12.11700439453125],[34.740020751953125],2
420,"[0.9004000425338745, -0.02619999647140503, -0.2670000195503235]",0.9004000425338745,-0.02619999647140503,-0.2670000195503235,[-0.0451812744140625],[0.008148193359375],[16.553115844726562],[1.06353759765625],[34.87701416015625],2
421,"[0.9146000146865845, 0.007400035858154297, -0.1966000199317932]",0.9146000146865845,0.007400035858154297,-0.1966000199317932,[-0.0605621337890625],[0.0037078857421875],[15.575027465820312],[2.3895263671875],[34.7830810546875],2
422,"[0.8961999416351318, -0.07660001516342163, -0.20160001516342163]",0.8961999416351318,-0.07660001516342163,-0.20160001516342163,[-0.1588897705078125],[-0.00238037109375],[11.206817626953125],[-0.96588134765625],[34.583343505859375],1
423,"[0.8985999822616577, -0.019800007343292236, -0.267799973487854]",0.8985999822616577,-0.019800007343292236,-0.267799973487854,[-0.0149688720703125],[0.0047149658203125],[18.057632446289062],[-0.40740966796875],[34.749237060546875],2
424,"[0.9005999565124512, -0.05779999494552612, -0.19139999151229858]",0.9005999565124512,-0.05779999494552612,-0.19139999151229858,[-0.0319976806640625],[0.0092926025390625],[11.227798461914062],[2.80914306640625],[34.543487548828125],1
425,"[0.9149999618530273, 0.03299999237060547, -0.15619999170303345]",0.9149999618530273,0.03299999237060547,-0.15619999170303345,[-0.0007781982421875],[-0.0094757080078125],[11.246109008789062],[-0.13885498046875],[34.47601318359375],1
426,"[0.8869999647140503, -0.023000001907348633, -0.23640000820159912]",0.8869999647140503,-0.023000001907348633,-0.23640000820159912,[-0.022247314453125],[0.0284271240234375],[17.310714721679688],[-11.663818359375],[34.900115966796875],2
427,"[0.8938000202178955, -0.021399974822998047, -0.20499998331069946]",0.8938000202178955,-0.021399974822998047,-0.20499998331069946,[0.12542724609375],[0.00640869140625],[19.694137573242188],[0.250244140625],[35.057525634765625],2
428,"[0.8883999586105347, 0.010800004005432129, -0.16180002689361572]",0.8883999586105347,0.010800004005432129,-0.16180002689361572,[0.2087860107421875],[0.0061798095703125],[11.190414428710938],[4.534912109375],[34.47296142578125],1
429,"[0.9321999549865723, -0.034600019454956055, 0.01900005340576172]",0.9321999549865723,-0.034600019454956055,0.01900005340576172,[-0.85125732421875],[0.0066375732421875],[19.823455810546875],[12.1368408203125],[35.048248291015625],2
430,"[0.9162000417709351, -0.03939998149871826, -0.10199999809265137]",0.9162000417709351,-0.03939998149871826,-0.10199999809265137,[0.0157928466796875],[-0.01300048828125],[11.214828491210938],[2.95867919921875],[34.64166259765625],1
431,"[0.909000039100647, -0.05460000038146973, -0.13300001621246338]",0.909000039100647,-0.05460000038146973,-0.13300001621246338,[-0.0911407470703125],[0.0189971923828125],[11.13128662109375],[3.81927490234375],[34.509765625],1
432,"[0.906999945640564, -0.009400010108947754, -0.19900000095367432]",0.906999945640564,-0.009400010108947754,-0.19900000095367432,[0.0520477294921875],[0.0077362060546875],[11.670303344726562],[3.07159423828125],[34.4407958984375],1
433,"[0.9162000417709351, -0.013599991798400879, -0.2120000123977661]",0.9162000417709351,-0.013599991798400879,-0.2120000123977661,[-0.10858154296875],[-0.0108489990234375],[17.709732055664062],[5.6488037109375],[34.878570556640625],2
434,"[0.8680000305175781, -0.00019997358322143555, -0.27219998836517334]",0.8680000305175781,-0.00019997358322143555,-0.27219998836517334,[0.000640869140625],[-0.0034332275390625],[16.639328002929688],[-5.58013916015625],[34.949462890625],2
435,"[0.882599949836731, -0.06440001726150513, -0.2770000100135803]",0.882599949836731,-0.06440001726150513,-0.2770000100135803,[-0.087158203125],[-0.0547027587890625],[11.232376098632812],[3.33404541015625],[34.5235595703125],1
436,"[0.895799994468689, -0.018999993801116943, -0.19539999961853027]",0.895799994468689,-0.018999993801116943,-0.19539999961853027,[-0.0788726806640625],[-0.0048980712890625],[19.77386474609375],[2.08892822265625],[35.0050048828125],2
437,"[0.8913999795913696, 0.011999964714050293, -0.1794000267982483]",0.8913999795913696,0.011999964714050293,-0.1794000267982483,[-0.0783233642578125],[0.0016937255859375],[13.027572631835938],[-1.44195556640625],[34.154998779296875],1
438,"[0.889799952507019, -0.021000027656555176, -0.17259997129440308]",0.889799952507019,-0.021000027656555176,-0.17259997129440308,[0.016571044921875],[-0.01080322265625],[18.732070922851562],[-14.581298828125],[35.032806396484375],2
439,"[0.8813999891281128, -0.01840001344680786, -0.2581999897956848]",0.8813999891281128,-0.01840001344680786,-0.2581999897956848,[-0.0211944580078125],[-0.0089263916015625],[18.037796020507812],[-0.60882568359375],[34.80462646484375],2
440,"[0.9016000032424927, -0.009000003337860107, -0.17900002002716064]",0.9016000032424927,-0.009000003337860107,-0.17900002002716064,[-0.0353851318359375],[0.016571044921875],[11.65313720703125],[-2.35748291015625],[34.393310546875],1
441,"[0.891800045967102, -0.07980000972747803, -0.25360000133514404]",0.891800045967102,-0.07980000972747803,-0.25360000133514404,[0.06866455078125],[-0.012359619140625],[16.154098510742188],[2.50091552734375],[34.753875732421875],2
442,"[0.8933999538421631, -0.03579998016357422, -0.19580000638961792]",0.8933999538421631,-0.03579998016357422,-0.19580000638961792,[-0.0667877197265625],[0.0091094970703125],[15.604019165039062],[7.32574462890625],[34.6585693359375],2
443,"[0.9054000377655029, -0.018999993801116943, -0.17100000381469727]",0.9054000377655029,-0.018999993801116943,-0.17100000381469727,[0.0581817626953125],[-0.0053558349609375],[11.251449584960938],[1.07574462890625],[34.50665283203125],1
444,"[0.9065999984741211, -0.037199974060058594, -0.16399997472763062]",0.9065999984741211,-0.037199974060058594,-0.16399997472763062,[0.0247650146484375],[-0.0021514892578125],[19.579696655273438],[1.13067626953125],[34.9078369140625],2
